source_file,section,no,npd,description,ident,qty,iso,area,flag
6820-R2-61007-01_NOHD-SS02_0.pdf,OTHER THAN SHOP MATERIALS,6,10,PS401-4-28-2,PS401,1.0,6820-R2-61007-01,6820,
6820-R2-61007-01_NOHD-SS02_0.pdf,OTHER THAN SHOP MATERIALS,7,10,PS204-10,PS204,1.0,6820-R2-61007-01,6820,
6820-R2-61019-01_NOHD-SS01_1..pdf,PIPE SUPPORTS,5,8,PS206-8-1,PS206,1.0,6820-R2-61019-01,6820,
6820-R2-61019-02_NOHD-SS01_1.pdf,PIPE SUPPORTS,7,8,PS204-8,PS204,1.0,6820-R2-61019-02,6820,
6820-R2-61019-02_NOHD-SS01_1.pdf,PIPE SUPPORTS,8,8,PS219-3-4-4,PS219,1.0,6820-R2-61019-02,6820,
6820-R2-61021-01_EPCL-SS01_0..pdf,OTHER THAN SHOP MATERIALS,5,3/4,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 7.25 in. Length",C6S4K8BR,8.0,6820-R2-61021-01,6820,
6820-R2-61021-01_EPCL-SS01_0..pdf,PIPE SUPPORTS,6,8,PS433-8,PS433,1.0,6820-R2-61021-01,6820,
6820-R2-61021-01_EPCL-SS01_0..pdf,PIPE SUPPORTS,7,8,PS406-2-54.76-48-16,PS406,1.0,6820-R2-61021-01,6820,
6820-R2-61029-01_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,5,10,"NM Flat Gk, EPDM, 150 Lbs, FF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7V61SDZ,1.0,6820-R2-61029-01,6820,
6820-R2-61029-01_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,6,7/8,"SBlt 2 HHx N&2W, A193 Gr.B7/A194",C9PNU7FL,12.0,6820-R2-61029-01,6820,
6820-R2-61029-01_WWXL-FP01_1..pdf,PIPE SUPPORTS,8,10,PS-NM122-10-5-WWXL-FP01,PS-NM122,1.0,6820-R2-61029-01,6820,
6820-R2-61029-01_WWXL-FP01_1..pdf,PIPE SUPPORTS,9,10,PS406-2-19.2-20-10,PS406,1.0,6820-R2-61029-01,6820,
6820-R2-61029-01_WWXL-FP01_1..pdf,PIPE SUPPORTS,10,10,PS-NM130-10-WWXL-FP01,PS-NM130,1.0,6820-R2-61029-01,6820,
6820-R2-61029-01_WWXL-FP01_1..pdf,PIPE SUPPORTS,11,10,PS435-B-46-20.75-20.75-1,PS435,1.0,6820-R2-61029-01,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,11,8,"NM Flat Gk, EPDM, 150 Lbs, FF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7V61SEE,3.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,12,2,"NM Flat Gk, EPDM, 150 Lbs, FF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7V61SE4,2.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,13,3/4,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, Typ B wsh, - 6 in. Length",C7CT0CKJ,8.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,14,3/4,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Extra 1 Hex nut & 2",C9PNU7E1,8.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,15,3/4,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Extra 1 Hex nut & 2 Lock Wsh, - 13.5 in. Length",C9PNU7C2,8.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,16,5/8,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, Typ B wsh, - 4.75 in. Length",C7CT0CGV,8.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,17,8,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM A395 Gr.60-40-18 PFA Lined, 150 Lbs, RF, Ends as per ASME B16.5, -, GO,-, -, Valve Tag: PL-0618",C6SWL10L,1.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,18,2,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM A395 Gr.60-40-18 PFA Lined, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0618",C6SWL10P,1.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,PIPE SUPPORTS,19,10,PS407-3-61.17-22-4,PS407,1.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,PIPE SUPPORTS,20,10,PS-NM110-10-WWXL-FP01,PS-NM110,1.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,PIPE SUPPORTS,21,8,PS-NM102-8-10-6-WWXL-FP01,PS-NM102,1.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,PIPE SUPPORTS,22,8,PS412-43.68-16.25,PS412,1.0,6820-R2-61029-02,6820,
6820-R2-61029-02_WWXL-FP01_1..pdf,PIPE SUPPORTS,23,8,PS-NM104-8-6-WWXL-FP01,PS-NM104,1.0,6820-R2-61029-02,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,5,8,"NM Flat Gk, EPDM, 150 Lbs, FF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7V61SEE,3.0,6820-R2-61029-03,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,6,2,"NM Flat Gk, EPDM, 150 Lbs, FF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7V61SE4,2.0,6820-R2-61029-03,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,7,3/4,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, Typ B wsh, - 6 in. Length",C7CT0CKJ,8.0,6820-R2-61029-03,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,8,3/4,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Extra 1 Hex nut & 2",C9PNU7E1,8.0,6820-R2-61029-03,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,9,3/4,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Extra 1 Hex nut & 2 Lock Wsh, - 13.5 in. Length",C9PNU7C2,8.0,6820-R2-61029-03,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,10,5/8,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, Typ B wsh, - 4.75 in. Length",C7CT0CGV,8.0,6820-R2-61029-03,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,11,8,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM A395 Gr.60-40-18 PFA Lined, 150 Lbs, RF, Ends as per ASME B16.5, -, GO,-, -, Valve Tag: PL-0618",C6SWL10L,1.0,6820-R2-61029-03,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,12,2,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM A395 Gr.60-40-18 PFA Lined, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0618",C6SWL10P,1.0,6820-R2-61029-03,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,PIPE SUPPORTS,13,8,PS412-43.68-16.25,PS412,1.0,6820-R2-61029-03,6820,
6820-R2-61029-03_WWXL-FP01_1..pdf,PIPE SUPPORTS,14,8,PS-NM104-8-6-WWXL-FP01,PS-NM104,1.0,6820-R2-61029-03,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,6,8,"NM Flat Gk, EPDM, 150 Lbs, FF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7V61SEE,3.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,7,2,"NM Flat Gk, EPDM, 150 Lbs, FF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7V61SE4,2.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,8,3/4,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, Typ B wsh, - 6 in. Length",C7CT0CKJ,8.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,1,3/4,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Extra 1 Hex nut & 2 Lock Wsh, - 7.5 in. Length",C9PNU7E1,16.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,10,5/8,"SBlt 2 HHx N&2W, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, Typ B wsh, - 4.75 in. Length",C7CT0CGV,8.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,11,8,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM A395 Gr.60-40-18 PFA Lined, 150 Lbs, RF, Ends as per ASME B16.5, -, GO,-, -, Valve Tag: PL-0618",C6SWL10L,1.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,OTHER THAN SHOP MATERIALS,12,2,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM A395 Gr.60-40-18 PFA Lined, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0618",C6SWL10P,1.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,PIPE SUPPORTS,13,8,PS407-2-32.75-20-/,PS407,1.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,PIPE SUPPORTS,14,8,PS-NM107-8-6-WWXL-FP01,PS-NM107,1.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,PIPE SUPPORTS,15,8,PS407-2-28.69-16-/,PS407,1.0,6820-R2-61060-01,6820,
6820-R2-61060-01_WWXL-FP01_1..pdf,PIPE SUPPORTS,16,8,PS-NM104-8-6-WWXL-FP01,PS-NM104,1.0,6820-R2-61060-01,6820,
6820-R2-67001-01_NOHD-NI01_1..pdf,OTHER THAN SHOP MATERIALS,7,8,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6SBWZF4,2.0,6820-R2-67001-01,6820,
6820-R2-67001-01_NOHD-NI01_1..pdf,OTHER THAN SHOP MATERIALS,8,3/4,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 4.5 in. Length",C6S4K8BD,8.0,6820-R2-67001-01,6820,
6820-R2-67001-01_NOHD-NI01_1..pdf,OTHER THAN SHOP MATERIALS,9,3/4,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 4.75 in. Length",C6S4K8BE,8.0,6820-R2-67001-01,6820,
6820-R2-67001-01_NOHD-NI01_1..pdf,OTHER THAN SHOP MATERIALS,10,8,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM A494 Gr.CZ100, 150 Lbs, RF, Ends as per ASME B16.5, -, GO,-, -, Valve Tag: PL-0503",C8P7NJK0,1.0,6820-R2-67001-01,6820,
6820-R2-67001-01_NOHD-NI01_1..pdf,PIPE SUPPORTS,11,8,PS413-2-10-16,PS413,1.0,6820-R2-67001-01,6820,
6820-R2-67001-01_NOHD-NI01_1..pdf,PIPE SUPPORTS,12,8,PS902-SH-6820-R2-67001-0001,PS902,1.0,6820-R2-67001-01,6820,
6820-R2-67001-01_NOHD-NI01_1..pdf,PIPE SUPPORTS,13,8,PS430-3-A-46,PS430,2.0,6820-R2-67001-01,6820,
6820-R2-67001-01_NOHD-NI01_1..pdf,PIPE SUPPORTS,14,8,PS406-2-50.25-16-8 1,PS406,1.0,6820-R2-67001-01,6820,
6820-R2-67001-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,9,1,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6S4K87F,2.0,6820-R2-67001-02,6820,
6820-R2-67001-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,10,1/2,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 2.75 in. Length",C6S4K87U,8.0,6820-R2-67001-02,6820,
6820-R2-67001-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,11,1,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM B564 UNS N02200, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0503_LO",C8RR9V37,1.0,6820-R2-67001-02,6820,
6820-R2-67001-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,12,1,"Bld Flg, ASME B16.5, ASTM B564 UNS N02200, 150 Lbs, RF, -,",C7T63YAU,1.0,6820-R2-67001-02,6820,
6820-R2-67001-02_NOHD-NI01_0..pdf,PIPE SUPPORTS,13,8,PS406-2-30.62-36-9,PS406,1.0,6820-R2-67001-02,6820,
6820-R2-67001-02_NOHD-NI01_0..pdf,PIPE SUPPORTS,14,8,PS206-8-A1,PS206,1.0,6820-R2-67001-02,6820,
6820-R2-67001-03_NOHD-NI01_1..pdf,OTHER THAN SHOP MATERIALS,7,8,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6SBWZF4,2.0,6820-R2-67001-03,6820,
6820-R2-67001-03_NOHD-NI01_1..pdf,OTHER THAN SHOP MATERIALS,8,3/4,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 4.5 in. Length",C6S4K8BD,16.0,6820-R2-67001-03,6820,
6820-R2-67001-03_NOHD-NI01_1..pdf,PIPE SUPPORTS,10,8,PS412-20.1875-10,PS412,1.0,6820-R2-67001-03,6820,
6820-R2-67001-04_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,10,1,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6S4K87F,2.0,6820-R2-67001-04,6820,
6820-R2-67001-04_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,11,1/2,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 2.75 in. Length",C6S4K87U,8.0,6820-R2-67001-04,6820,
6820-R2-67001-04_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,12,1,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM B564 UNS N02200, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0503_LO",C8RR9V37,1.0,6820-R2-67001-04,6820,
6820-R2-67001-04_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,13,1,"Bld Flg, ASME B16.5, ASTM B564 UNS N02200, 150 Lbs, RF, -,",C7T63YAU,1.0,6820-R2-67001-04,6820,
6820-R2-67001-04_NOHD-NI01_0..pdf,PIPE SUPPORTS,14,8,PS204-8,PS204,1.0,6820-R2-67001-04,6820,
6820-R2-67001-04_NOHD-NI01_0..pdf,PIPE SUPPORTS,15,8,PS206-8-A1,PS206,1.0,6820-R2-67001-04,6820,
6820-R2-67001-04_NOHD-NI01_0..pdf,PIPE SUPPORTS,16,8,PS406-1-20.02-14-7,PS406,1.0,6820-R2-67001-04,6820,
6820-R2-67001-05_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,5,8,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6SBWZF4,2.0,6820-R2-67001-05,6820,
6820-R2-67001-05_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,6,3/4,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 4.75 in. Length",C6S4K8BE,16.0,6820-R2-67001-05,6820,
6820-R2-67001-05_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,7,8,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM A494 Gr.CZ100, 150 Lbs, RF, Ends as per ASME B16.5, -, GO,-, -, Valve Tag: PL-0503",C8P7NJK0,1.0,6820-R2-67001-05,6820,
6820-R2-67001-06_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,4,8,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6SBWZF4,2.0,6820-R2-67001-06,6820,
6820-R2-67001-06_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,5,3/4,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 5.25 in. Length",C6S4K8BG,8.0,6820-R2-67001-06,6820,
6820-R2-67006-01_NOHD-SS03_1..pdf,OTHER THAN SHOP MATERIALS,8,4,PS209-B1,PS209,1.0,6820-R2-67006-01,6820,
6820-R2-67006-01_NOHD-SS03_1..pdf,OTHER THAN SHOP MATERIALS,9,4,PS214-14,PS214,1.0,6820-R2-67006-01,6820,
6820-R2-67006-02_NOHD-SS03_1..pdf,PIPE SUPPORTS,5,4,PS214-12,PS214,2.0,6820-R2-67006-02,6820,
6820-R2-67007-01_SCXL-CS01_2..pdf,OTHER THAN SHOP MATERIALS,5,8,"NM Flat Gk, Barium Sulfate filled PTFE, 300 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CX7CSU,1.0,6820-R2-67007-01,6820,
6820-R2-67007-01_SCXL-CS01_2..pdf,OTHER THAN SHOP MATERIALS,6,7/8,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 5.75 in. Length",C6S4K8CX,12.0,6820-R2-67007-01,6820,
6820-R2-67007-01_SCXL-CS01_2..pdf,PIPE SUPPORTS,7,8,PS413-2-10-14,PS413,2.0,6820-R2-67007-01,6820,
6820-R2-67007-01_SCXL-CS01_2..pdf,PIPE SUPPORTS,8,8,PS406-2-52.37-17-8.5,PS406,1.0,6820-R2-67007-01,6820,
6820-R2-67007-01_SCXL-CS01_2..pdf,PIPE SUPPORTS,9,8,PS206-8-1 2,PS206,1.0,6820-R2-67007-01,6820,
6820-R2-67007-03_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,5,8,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZG2,1.0,6820-R2-67007-03,6820,
6820-R2-67007-03_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,6,3/4,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 4.5 in. Length",C6S4K8BD,8.0,6820-R2-67007-03,6820,
6820-R2-67007-03_SCXL-CS01_0..pdf,PIPE SUPPORTS,7,8,PS206-8-1,PS206,1.0,6820-R2-67007-03,6820,
6820-R2-67007-03_SCXL-CS01_0..pdf,PIPE SUPPORTS,8,8,PS406-1-60-20-8,PS406,1.0,6820-R2-67007-03,6820,
6820-R2-67008-01_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,6,4,"NM Flat Gk, Barium Sulfate filled PTFE, 300 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CX7CSR,1.0,6820-R2-67008-01,6820,
6820-R2-67008-01_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,7,4,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZFZ,2.0,6820-R2-67008-01,6820,
6820-R2-67008-01_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,8,3/4,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 4.5 in. Length",C6S4K8BD,8.0,6820-R2-67008-01,6820,
6820-R2-67008-01_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,9,5/8,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 3.75 in. Length",C6S4K88S,16.0,6820-R2-67008-01,6820,
6820-R2-67008-01_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,10,4,"Glo Flg, API 623, ASTM A216 Gr.WCB,150 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GL-0627",C84KV7D0,1.0,6820-R2-67008-01,6820,
6820-R2-67008-01_EPCW-CS01_1..pdf,PIPE SUPPORTS,11,4,PS404-1-40.75-10-10 1,PS404,1.0,6820-R2-67008-01,6820,
6820-R2-67008-02_EPCW-CS01_1..pdf,PIPE SUPPORTS,6,4,PS204-4,PS204,2.0,6820-R2-67008-02,6820,
6820-R2-67008-02_EPCW-CS01_1..pdf,PIPE SUPPORTS,7,4,PS434-C-2-26.19-16.71-6,PS434,1.0,6820-R2-67008-02,6820,
6820-R2-67008-03_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,9,4,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZFZ,3.0,6820-R2-67008-03,6820,
6820-R2-67008-03_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,11,5/8,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 3.75 in. Length",C6S4K88S,24.0,6820-R2-67008-03,6820,
6820-R2-67008-03_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,12,1/2,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 3 in. Length",C6S4K87V,4.0,6820-R2-67008-03,6820,
6820-R2-67008-03_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,13,4,"Glo Flg, API 623, ASTM A216 Gr.WCB,150 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GL-0627",C84KV7D0,1.0,6820-R2-67008-03,6820,
6820-R2-67008-03_EPCW-CS01_1..pdf,PIPE SUPPORTS,15,4,PS406-2-35.51-24-12,PS406,1.0,6820-R2-67008-03,6820,
6820-R2-67008-03_EPCW-CS01_1..pdf,PIPE SUPPORTS,16,4,PS902-SH-6820-R2-67008-0001,PS902,1.0,6820-R2-67008-03,6820,
6820-R2-67008-03_EPCW-CS01_1..pdf,PIPE SUPPORTS,17,4,PS431-A1-16 1,PS431,1.0,6820-R2-67008-03,6820,
6820-R2-67008-04_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,2,2,"Pipes, Seamless, ASME B36.10, ASTM ' A106 Gr.B, NPTM Ends, w/ coupling, -, S-XS",CEZCLWH,20.7,6820-R2-67008-04,6820,
6820-R2-67008-04_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,3,2,"45° Elb, ASME B16.11, ASTM A105N, 3000 Lbs, NPTF Ends, -,",C5PKSACZ,1.0,6820-R2-67008-04,6820,
6820-R2-67008-04_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,4,2,"90° Elb, ASME B16.11, ASTM A105N, 3000 Lbs, NPTF Ends, -,",C5PKSAD1,2.0,6820-R2-67008-04,6820,
6820-R2-67008-04_EPCW-CS01_1..pdf,PIPE SUPPORTS,5,2,PS719-H-10-18-4,PS719,3.0,6820-R2-67008-04,6820,
6820-R2-67008-04_EPCW-CS01_1..pdf,PIPE SUPPORTS,6,2,"PS204-2 TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: V Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0320 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 EPCW-CS01 CN-0383 LINE No. 2""-R2-67008-EPCW-CS01-H Battleground DRAWING NUMBER REV. 6820-R2-67008-04 *6820-R2-67008-04*",PS204,3.0,6820-R2-67008-04,6820,
6820-R2-67008-05_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,2,2,"Pipes, Seamless, ASME B36.10, ASTM ' A106 Gr.B, NPTM Ends, w/ coupling, -, S-XS",CEZCLWH,11.3,6820-R2-67008-05,6820,
6820-R2-67008-05_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,3,2,"90° Elb, ASME B16.11, ASTM A105N, 3000 Lbs, NPTF Ends, -,",C5PKSAD1,4.0,6820-R2-67008-05,6820,
6820-R2-67008-05_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,4,2,"THD Flg, ASME B16.5, ASTM A105N, 150 Lbs, RF/NPTF End, -,",C56FCLX2,2.0,6820-R2-67008-05,6820,
6820-R2-67008-05_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,5,2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZFS,2.0,6820-R2-67008-05,6820,
6820-R2-67008-05_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,6,5/8,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 3.5 in. Length",C6S4K88R,8.0,6820-R2-67008-05,6820,
6820-R2-67008-05_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,7,2,"Glo Flg, API 623, ASTM A216 Gr.WCB,150 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GL-0627",C84KV7CX,1.0,6820-R2-67008-05,6820,
6820-R2-67008-05_EPCW-CS01_1..pdf,PIPE SUPPORTS,8,2,PS434-A-3-30.86-14-7,PS434,1.0,6820-R2-67008-05,6820,
6820-R2-67008-05_EPCW-CS01_1..pdf,PIPE SUPPORTS,9,2,PS205-A,PS205,1.0,6820-R2-67008-05,6820,
6820-R2-67008-05_EPCW-CS01_1..pdf,PIPE SUPPORTS,10,2,"PS413-1-12-8 TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: V Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0320 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 EPCW-CS01 CN-0383 LINE No. 2""-R2-67008-EPCW-CS01-H Battleground DRAWING NUMBER REV. 6820-R2-67008-05 *6820-R2-67008-05*",PS413,1.0,6820-R2-67008-05,6820,
6820-R2-67011-01_EPCW-CS01_1..pdf,OTHER THAN SHOP MATERIALS,4,2,"Pipes, Seamless, ASME B36.10, ASTM ' A106 Gr.B, NPTM Ends, w/ coupling, -, S-XS",CEZCLWH,23.8,6820-R2-67011-01,6820,
