source_file,section,no,npd,description,ident,qty,iso,area,flag
6820-R2-67218-02_ARWW-CS01_0.pdf,OTHER THAN SHOP MATERIALS,7,3/4,SP-6833 SP-6833,,1.0,6820-R2-67218-02,6820,bad_ident
6820-R2-67219-01_ARWW-CS01_0.pdf,PIPE SUPPORTS,4,1.1/2,PS201-1.5,PS201,2.0,6820-R2-67219-01,6820,npd_suspicious
6820-R2-67219-01_ARWW-CS01_0.pdf,PIPE SUPPORTS,5,1.1/2,PS433-1.5,PS433,3.0,6820-R2-67219-01,6820,npd_suspicious
6820-R2-67219-01_ARWW-CS01_0.pdf,PIPE SUPPORTS,6,1.1/2,PS719-H-29.83-16.55-/,PS719,1.0,6820-R2-67219-01,6820,npd_suspicious
6820-R2-67219-02_ARWW-CS01_0.pdf,OTHER THAN SHOP MATERIALS,10,3/4,SP-6833 SP-6833,,1.0,6820-R2-67219-02,6820,bad_ident
6820-R2-67219-02_ARWW-CS01_0.pdf,PIPE SUPPORTS,12,1.1/2,PS221-1.5,PS221,1.0,6820-R2-67219-02,6820,npd_suspicious
6820-R2-67219-02_ARWW-CS01_0.pdf,PIPE SUPPORTS,13,1.1/2,PS210-1.5,PS210,1.0,6820-R2-67219-02,6820,npd_suspicious
6820-R2-67220-01_ARWW-CS01_0.pdf,PIPE SUPPORTS,7,1.1/2,PS210-1.5,PS210,2.0,6820-R2-67220-01,6820,npd_suspicious
6820-R2-67220-01_ARWW-CS01_0.pdf,PIPE SUPPORTS,8,1.1/2,PS715-E-11.8,PS715,2.0,6820-R2-67220-01,6820,npd_suspicious
6820-R2-67220-01_ARWW-CS01_0.pdf,PIPE SUPPORTS,9,1.1/2,PS221-1.5,PS221,1.0,6820-R2-67220-01,6820,npd_suspicious
6820-R2-67220-02_ARWW-CS01_0.pdf,OTHER THAN SHOP MATERIALS,8,3/4,SP-6833 SP-6833,,1.0,6820-R2-67220-02,6820,bad_ident
6820-R2-67221-02_SIPG-CS01_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 9.25 in. Length",C6S4K8MD,24.0,6820-R2-67221-02,6820,npd_suspicious
6820-R2-67221-03_SIPG-CS01_0.pdf,OTHER THAN SHOP MATERIALS,9,1.1/2,"SW Gk, AISI 304/Graphite, 300 Lbs, RF as per ASME B16.5, Thk=1/8in, -, -,",CGKFEG5X,1.0,6820-R2-67221-03,6820,npd_suspicious
6820-R2-67221-03_SIPG-CS01_0.pdf,OTHER THAN SHOP MATERIALS,10,1.1/2,"SBlt 2 HHx N, A193 Gr.B7/A194 Gr.2H, -, Xylan PTFE Coated, - 9.25 in. Length",C6S4K8MD,72.0,6820-R2-67221-03,6820,npd_suspicious
6820-R2-67221-03_SIPG-CS01_0.pdf,OTHER THAN SHOP MATERIALS,13,1.1/2,"Gat Fem, API 602, ASTM A105N,800 Lbs, NPTF Ends, HO,-, Valve Tag: VG-7",C80U8UB2,1.0,6820-R2-67221-03,6820,npd_suspicious
6820-R2-67221-03_SIPG-CS01_0.pdf,OTHER THAN SHOP MATERIALS,14,1.1/2,14-PI-68859 14-PI-68859,,1.0,6820-R2-67221-03,6820,bad_ident
6820-R2-67222-02_EPCL-SS01_0..pdf,OTHER THAN SHOP MATERIALS,6,8X8,SP-6829 SP-6829,,1.0,6820-R2-67222-02,6820,bad_ident
6820-R2-67222-03_EPCL-SS01_1..pdf,OTHER THAN SHOP MATERIALS,6,,4.25 in. Length,,0.0,6820-R2-67222-03,6820,bad_qty
6820-R2-67222-03_EPCL-SS01_1..pdf,OTHER THAN SHOP MATERIALS,9,6,14-FIT-68190 14-FIT-68190,,1.0,6820-R2-67222-03,6820,bad_ident
6820-R2-67222-10_EPCL-SS01_1.pdf,OTHER THAN SHOP MATERIALS,2,2X1,"Red Te, ASME B16.11, ASTM A182 Gr.F304L, 3000 Lbs, NPTF Ends, Annealed,",C7BP5GZ7,1.0,6820-R2-67222-10,6820,npd_suspicious
6820-R2-67222-11_EPCL-SS01_1.pdf,OTHER THAN SHOP MATERIALS,2,2X1,"Red Te, ASME B16.11, ASTM A182 Gr.F304L, 3000 Lbs, NPTF Ends, Annealed,",C7BP5GZ7,2.0,6820-R2-67222-11,6820,npd_suspicious
6820-R2-67225-03_SLPG-CS01_0..pdf,OTHER THAN SHOP MATERIALS,8,10X8,14-PSV-68919A 14-PSV-68919A,,1.0,6820-R2-67225-03,6820,bad_ident
6820-R2-67226-01_NOHD-SS03_0.pdf,PIPE SUPPORTS,8380,8,PS433-8,PS433,6.0,6820-R2-67226-01,6820,bad_no
6820-R2-67229-02_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,9,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 300 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7W3AL3N,2.0,6820-R2-67229-02,6820,npd_suspicious
6820-R2-67229-02_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,12,1.1/2,"Gat Flg, -, API 602, ASTM A105N,300 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-1127",C99ZZ9DG,1.0,6820-R2-67229-02,6820,npd_suspicious
6820-R2-67229-02_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,14,1.1/2,14-PI-68769 14-PI-68769,,1.0,6820-R2-67229-02,6820,bad_ident
6820-R2-67229-03_SCXL-CS02_0..pdf,PIPE SUPPORTS,88,,,,0.0,6820-R2-67229-03,6820,bad_qty
6820-R2-67233-03_NOHD-SS01_2..pdf,PIPE SUPPORTS,111444,888,PPPSSS999000222---SSSHHH---666888000000---RRR222---666777222333333---000000000111 PPPSSS999000222,,111.0,6820-R2-67233-03,6820,bad_no
6820-R2-67234-02_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZFK,3.0,6820-R2-67234-02,6820,npd_suspicious
6820-R2-67234-02_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,6,1.1/2,"Gat Flg, -, API 600, ASTM A216 Gr.WCB,150 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-0215",C7SNM2BC,1.0,6820-R2-67234-02,6820,npd_suspicious
6820-R2-67234-02_SCXL-CS01_0..pdf,PIPE SUPPORTS,7,1.1/2,PS709-B-16.05-10,PS709,1.0,6820-R2-67234-02,6820,npd_suspicious
6820-R2-67234-02_SCXL-CS01_0..pdf,PIPE SUPPORTS,8,1.1/2,PS201-1.5,PS201,1.0,6820-R2-67234-02,6820,npd_suspicious
6820-R2-67234-02_SCXL-CS01_0..pdf,PIPE SUPPORTS,84,,,,0.0,6820-R2-67234-02,6820,bad_qty
6820-R2-67234-03_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZFK,3.0,6820-R2-67234-03,6820,npd_suspicious
6820-R2-67234-03_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,5,1.1/2,"Gat Flg, -, API 600, ASTM A216 Gr.WCB,150 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-0215",C7SNM2BC,1.0,6820-R2-67234-03,6820,npd_suspicious
6820-R2-67262-02_EPCL-SS01_0..pdf,OTHER THAN SHOP MATERIALS,3,1X1,"Eq Te, ASME B16.11, ASTM A182 Gr.F304L, 3000 Lbs, NPTF Ends, Annealed,",C7BP525C,1.0,6820-R2-67262-02,6820,npd_suspicious
6820-R2-67262-02_EPCL-SS01_0..pdf,OTHER THAN SHOP MATERIALS,4,1X3/4,"Concentric swage, MSS SP-95, ASTM A403 Gr.WP304L,NPTM Ends,-, Annealed, S-80S",C7BP5XKV,1.0,6820-R2-67262-02,6820,npd_suspicious
6820-R2-67263-01_EPCL-SS01_0..pdf,OTHER THAN SHOP MATERIALS,2,1X1,"Eq Te, ASME B16.11, ASTM A182 Gr.F304L, 3000 Lbs, NPTF Ends,",C7BP525C,1.0,6820-R2-67263-01,6820,npd_suspicious
6820-R2-67263-01_EPCL-SS01_0..pdf,OTHER THAN SHOP MATERIALS,821,,"Annealed,",,0.0,6820-R2-67263-01,6820,bad_no
6820-R2-67263-01_EPCL-SS01_0..pdf,OTHER THAN SHOP MATERIALS,3,1X3/4,"Concentric swage, MSS SP-95, ASTM A403 Gr.WP304L,NPTM Ends,-, Annealed, S-80S",C7BP5XKV,1.0,6820-R2-67263-01,6820,npd_suspicious
6820-R2-67270-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6S4K87H,2.0,6820-R2-67270-01,6820,npd_suspicious
6820-R2-67270-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM B564 UNS N02200, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0503_LO",C8RR9V38,1.0,6820-R2-67270-01,6820,npd_suspicious
6820-R2-67270-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"Bld Flg, ASME B16.5, ASTM B564 UNS N02200, 150 Lbs, RF, -, TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0320 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 1.5""-R2-67270-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67270-01 *6820-R2-67270-01*",C7T63YAW,1.0,6820-R2-67270-01,6820,npd_suspicious
6820-R2-67271-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6S4K87H,2.0,6820-R2-67271-01,6820,npd_suspicious
6820-R2-67271-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM B564 UNS N02200, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0503_LO",C8RR9V38,1.0,6820-R2-67271-01,6820,npd_suspicious
6820-R2-67271-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"Bld Flg, ASME B16.5, ASTM B564 UNS N02200, 150 Lbs, RF, -, TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0320 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 1.5""-R2-67271-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67271-01 *6820-R2-67271-01*",C7T63YAW,1.0,6820-R2-67271-01,6820,npd_suspicious
6820-R2-67271-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,5,3,"14-LT-68240B 14-LT-68240B TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0320 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 3""-R2-67271-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67271-02 *6820-R2-67271-02*",,1.0,6820-R2-67271-02,6820,bad_ident
6820-R2-67271-03_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,8,3,14-LIT-68240B 14-LIT-68240B,,1.0,6820-R2-67271-03,6820,bad_ident
6820-R2-67271-04_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,5,3,"14-LT-68240A 14-LT-68240A TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0320 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 3""-R2-67271-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67271-04 *6820-R2-67271-04*",,1.0,6820-R2-67271-04,6820,bad_ident
6820-R2-67271-05_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,8,3,14-LIT-68240A 14-LIT-68240A,,1.0,6820-R2-67271-05,6820,bad_ident
6820-R2-67272-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,12,2,14-PIT-68351 14-PIT-68351,,1.0,6820-R2-67272-01,6820,bad_ident
6820-R2-67272-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,5,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6S4K87H,2.0,6820-R2-67272-02,6820,npd_suspicious
6820-R2-67272-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,7,1.1/2,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM B564 UNS N02200, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0503_LO",C8RR9V38,1.0,6820-R2-67272-02,6820,npd_suspicious
6820-R2-67274-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6S4K87H,1.0,6820-R2-67274-01,6820,npd_suspicious
6820-R2-67274-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"14-TE-68411 14-TE-68411 TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT Y Y Per LDT - P&ID: 202998C-001-PID-0021-0320 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 1.5""-R2-67274-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67274-01 *6820-R2-67274-01*",,1.0,6820-R2-67274-01,6820,bad_ident
6820-R2-67274-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6S4K87H,2.0,6820-R2-67274-02,6820,npd_suspicious
6820-R2-67274-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM B564 UNS N02200, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0503_LO",C8RR9V38,1.0,6820-R2-67274-02,6820,npd_suspicious
6820-R2-67274-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"Bld Flg, ASME B16.5, ASTM B564 UNS N02200, 150 Lbs, RF, -, TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT Y Y Per LDT - P&ID: 202998C-001-PID-0021-0320 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 1.5""-R2-67274-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67274-02 *6820-R2-67274-02*",C7T63YAW,1.0,6820-R2-67274-02,6820,npd_suspicious
6820-R2-67275-01_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZFK,2.0,6820-R2-67275-01,6820,npd_suspicious
6820-R2-67275-01_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Gat Flg, -, API 600, ASTM A216 Gr.WCB,150 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-0215 TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0321 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 SCXL-CS01 - LINE No. 1.5""-R2-67275-SCXL-CS01-H Battleground DRAWING NUMBER REV. 6820-R2-67275-01 *6820-R2-67275-01*",C7SNM2BC,1.0,6820-R2-67275-01,6820,npd_suspicious
6820-R2-67275-02_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZFK,2.0,6820-R2-67275-02,6820,npd_suspicious
6820-R2-67275-02_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Gat Flg, -, API 600, ASTM A216 Gr.WCB,150 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-0215 TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0321 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 SCXL-CS01 - LINE No. 1.5""-R2-67275-SCXL-CS01-H Battleground DRAWING NUMBER REV. 6820-R2-67275-02 *6820-R2-67275-02*",C7SNM2BC,1.0,6820-R2-67275-02,6820,npd_suspicious
6820-R2-67275-05_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZFK,2.0,6820-R2-67275-05,6820,npd_suspicious
6820-R2-67275-05_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Gat Flg, -, API 600, ASTM A216 Gr.WCB,150 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-0215",C7SNM2BC,1.0,6820-R2-67275-05,6820,npd_suspicious
6820-R2-67275-05_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"14-LIT-68200 14-LIT-68200 TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0321 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 SCXL-CS01 - LINE No. 1.5""-R2-67275-SCXL-CS01-H Battleground DRAWING NUMBER REV. 6820-R2-67275-05 *6820-R2-67275-05*",,1.0,6820-R2-67275-05,6820,bad_ident
6820-R2-67275-06_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7CT1ZFK,2.0,6820-R2-67275-06,6820,npd_suspicious
6820-R2-67275-06_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Gat Flg, -, API 600, ASTM A216 Gr.WCB,150 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-0215",C7SNM2BC,1.0,6820-R2-67275-06,6820,npd_suspicious
6820-R2-67275-06_SCXL-CS01_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"14-LIT-68200 14-LIT-68200 TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0321 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 SCXL-CS01 - LINE No. 1.5""-R2-67275-SCXL-CS01-H Battleground DRAWING NUMBER REV. 6820-R2-67275-06 *6820-R2-67275-06*",,1.0,6820-R2-67275-06,6820,bad_ident
6820-R2-67278-02_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,4,3,"14-LIT-68250B 14-LIT-68250B TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0322 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 3""-R2-67278-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67278-02 *6820-R2-67278-02*",,1.0,6820-R2-67278-02,6820,bad_ident
6820-R2-67278-03_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,5,3,"14-LT-68250B 14-LT-68250B TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0322 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 3""-R2-67278-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67278-03 *6820-R2-67278-03*",,1.0,6820-R2-67278-03,6820,bad_ident
6820-R2-67278-04_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,5,3,"14-LT-68250A 14-LT-68250A TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0322 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 3""-R2-67278-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67278-04 *6820-R2-67278-04*",,1.0,6820-R2-67278-04,6820,bad_ident
6820-R2-67281-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6S4K87H,2.0,6820-R2-67281-01,6820,npd_suspicious
6820-R2-67281-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM B564 UNS N02200, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0503_LO",C8RR9V38,1.0,6820-R2-67281-01,6820,npd_suspicious
6820-R2-67281-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"Bld Flg, ASME B16.5, ASTM B564 UNS N02200, 150 Lbs, RF, -, TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0323 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 NOHD-NI01 - LINE No. 1.5""-R2-67281-NOHD-NI01-H Battleground DRAWING NUMBER REV. 6820-R2-67281-01 *6820-R2-67281-01*",C7T63YAW,1.0,6820-R2-67281-01,6820,npd_suspicious
6820-R2-67282-01_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 300 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7W3AL3N,2.0,6820-R2-67282-01,6820,npd_suspicious
6820-R2-67282-01_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Gat Flg, -, API 602, ASTM A105N,300 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-1127",C99ZZ9DG,1.0,6820-R2-67282-01,6820,npd_suspicious
6820-R2-67282-01_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"Bld Flg, ASME B16.5, ASTM A105N, 300 Lbs, RF, -, TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0323 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 SCXL-CS02 - LINE No. 1.5""-R2-67282-SCXL-CS02-H Battleground DRAWING NUMBER REV. 6820-R2-67282-01 *6820-R2-67282-01*",CFG6WM71,1.0,6820-R2-67282-01,6820,npd_suspicious
6820-R2-67282-02_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 300 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7W3AL3N,2.0,6820-R2-67282-02,6820,npd_suspicious
6820-R2-67282-02_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Gat Flg, -, API 602, ASTM A105N,300 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-1127",C99ZZ9DG,1.0,6820-R2-67282-02,6820,npd_suspicious
6820-R2-67282-02_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"Bld Flg, ASME B16.5, ASTM A105N, 300 Lbs, RF, -, TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0323 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 SCXL-CS02 - LINE No. 1.5""-R2-67282-SCXL-CS02-H Battleground DRAWING NUMBER REV. 6820-R2-67282-02 *6820-R2-67282-02*",CFG6WM71,1.0,6820-R2-67282-02,6820,npd_suspicious
6820-R2-67282-03_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 300 Lbs, RF as per ASME B16.5, Full Face, Thk=1/8in, -,",C7W3AL3N,2.0,6820-R2-67282-03,6820,npd_suspicious
6820-R2-67282-03_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Gat Flg, -, API 602, ASTM A105N,300 Lbs, RF, Ends as per ASME B16.5, HO,-, Valve Tag: GA-1127",C99ZZ9DG,1.0,6820-R2-67282-03,6820,npd_suspicious
6820-R2-67282-03_SCXL-CS02_0..pdf,OTHER THAN SHOP MATERIALS,4,1.1/2,"Bld Flg, ASME B16.5, ASTM A105N, 300 Lbs, RF, -, TYPE: INSUL THK: SHOP: FIELD: PAINT CODE: MODULE: L Per LDT Per LDT N Y Per LDT - P&ID: 202998C-001-PID-0021-0323 UNIT#: EWP AREA: SPEC: STRESS CALC #: 6800 6820 SCXL-CS02 - LINE No. 1.5""-R2-67282-SCXL-CS02-H Battleground DRAWING NUMBER REV. 6820-R2-67282-03 *6820-R2-67282-03*",CFG6WM71,1.0,6820-R2-67282-03,6820,npd_suspicious
6820-R2-67283-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,1,1.1/2,"NM Flat Gk, Barium Sulfate filled PTFE, 150 Lbs, RF as per ASME B16.5, -, Thk=1/8in, -,",C6S4K87H,2.0,6820-R2-67283-01,6820,npd_suspicious
6820-R2-67283-01_NOHD-NI01_0..pdf,OTHER THAN SHOP MATERIALS,3,1.1/2,"Plug Flg,SP, Inverted Tapered Plug, Non Lubricated, API 599, ASTM B564 UNS N02200, 150 Lbs, RF, Ends as per ASME B16.5, -, LO,-, -, Valve Tag: PL-0503_LO",C8RR9V38,1.0,6820-R2-67283-01,6820,npd_suspicious
