iso,ident,npd,total_qty
6820-R2-67122-04,C99ZZ9D4,2,1.0
6820-R2-67122-04,PS211,1,1.0
6820-R2-67122-04,PS706,1,1.0
6820-R2-67125-01,C6S4K87F,1,2.0
6820-R2-67125-01,C6S4K87U,1/2,8.0
6820-R2-67125-01,C6S4K8BF,3/4,8.0
6820-R2-67125-01,C6S4K8CU,7/8,12.0
6820-R2-67125-01,C6SBWZF4,8,1.0
6820-R2-67125-01,C6SDEV3P,8,1.0
6820-R2-67125-01,C76KHSRR,1,1.0
6820-R2-67125-01,C80R6Y1H,1,1.0
6820-R2-67125-02,C6S4K87J,2,2.0
6820-R2-67125-02,C6S4K88P,5/8,4.0
6820-R2-67125-02,C6S4K88R,5/8,4.0
6820-R2-67125-02,C6SDVYKZ,2,1.0
6820-R2-67125-02,C80R6Y1R,2,1.0
6820-R2-67125-03,C6S4K87U,1/2,4.0
6820-R2-67125-03,C6S4K8BR,3/4,8.0
6820-R2-67125-03,C6SBWZF4,8,2.0
6820-R2-67125-03,C7CT0BXY,8,1.0
6820-R2-67125-03,PS209,8,1.0
6820-R2-67125-03,PS214,8,2.0
6820-R2-67125-04,C6S4K87F,1,2.0
6820-R2-67125-04,C6S4K87N,4,2.0
6820-R2-67125-04,C6S4K87U,1/2,8.0
6820-R2-67125-04,C6S4K88S,5/8,16.0
6820-R2-67125-04,C76KHSRR,1,1.0
6820-R2-67125-04,C80R6Y1H,1,1.0
6820-R2-67125-04,PS214,8,1.0
6820-R2-67125-05,C6S4K87R,6,2.0
6820-R2-67125-05,C6S4K8BB,3/4,16.0
6820-R2-67125-05,PS209,8,1.0
6820-R2-67125-06,C6S4K87F,1,2.0
6820-R2-67125-06,C6S4K87U,1/2,8.0
6820-R2-67125-06,C6S4K8BE,3/4,16.0
6820-R2-67125-06,C6S4K8BR,3/4,8.0
6820-R2-67125-06,C6SBWZF4,8,4.0
6820-R2-67125-06,C6SDVYKY,8,1.0
6820-R2-67125-06,C76KHSRR,1,1.0
6820-R2-67125-06,C7CT0BXY,8,1.0
6820-R2-67125-06,C80R6Y1H,1,1.0
6820-R2-67125-07,C6S4K87F,1,2.0
6820-R2-67125-07,C6S4K87U,1/2,8.0
6820-R2-67125-07,C76KHSRR,1,1.0
6820-R2-67125-07,PS204,1,1.0
6820-R2-67125-07,PS401,1,1.0
6820-R2-67125-08,C6S4K87F,1,6.0
6820-R2-67125-08,C6S4K87T,1/2,8.0
6820-R2-67125-08,C6S4K87U,1/2,16.0
6820-R2-67125-08,C76KHSRR,1,2.0
6820-R2-67125-08,C80R6Y1H,1,1.0
6820-R2-67126-01,C6S4K8EA,1,12.0
6820-R2-67126-01,C7CT1ZFN,14,1.0
6820-R2-67126-01,PS204,14,3.0
6820-R2-67126-01,PS402,14,1.0
6820-R2-67126-02,C6S4K8EA,1,12.0
6820-R2-67126-02,C7CT1ZFN,14,1.0
6820-R2-67126-02,PS204,14,1.0
6820-R2-67126-02,PS406,14,1.0
6820-R2-67126-02,PS413,14,1.0
6820-R2-67126-02,PS430,14,1.0
6820-R2-67126-02,PS904,14,2.0
6820-R2-67127-02,C6S4K87U,1/2,8.0
6820-R2-67127-02,C76KHSRR,1,1.0
6820-R2-67127-02,C7CT1ZFH,1,2.0
6820-R2-67127-02,C7W2U478,1,1.0
6820-R2-67127-02,C7W2U48L,1,1.0
6820-R2-67127-02,CEZMKL0,1,1.0
6820-R2-67127-03,C6S4K8BC,3/4,16.0
6820-R2-67127-03,C6S4K8BD,3/4,8.0
6820-R2-67127-03,C7CT1ZG1,6,4.0
6820-R2-67127-03,PS214,6,1.0
6820-R2-67128-01,C6S4K8CT,7/8,24.0
6820-R2-67128-01,C7CT1ZFL,10,2.0
6820-R2-67128-01,PS204,10,3.0
6820-R2-67128-01,PS406,10,2.0
6820-R2-67128-01,PS413,10,2.0
6820-R2-67128-03,C6S4K87U,1/2,8.0
6820-R2-67128-03,C6S4K8BC,3/4,8.0
6820-R2-67128-03,C76KHSRR,1,1.0
6820-R2-67128-03,C7CT1ZFH,1,2.0
6820-R2-67128-03,C7CT1ZG1,6,1.0
6820-R2-67128-03,C7W2U478,1,1.0
6820-R2-67128-03,C7W2U48L,1,1.0
6820-R2-67128-03,CEZMKL0,1,1.0
6820-R2-67128-04,C6S4K8BC,3/4,8.0
6820-R2-67128-04,C6S4K8BD,3/4,8.0
6820-R2-67128-04,C7CT1ZG1,6,3.0
6820-R2-67128-04,PS214,6,1.0
6820-R2-67129-01,C6S4K87U,1/2,8.0
6820-R2-67129-01,C6S4K88S,5/8,8.0
6820-R2-67129-01,C76KHSRR,1,1.0
6820-R2-67129-01,C7CT1ZFH,1,2.0
6820-R2-67129-01,C7CT1ZFZ,4,1.0
6820-R2-67129-01,C7W2U478,1,1.0
6820-R2-67129-01,C7W2U48L,1,1.0
6820-R2-67129-01,CEZMKL0,1,1.0
6820-R2-67129-02,C6S4K8BD,3/4,8.0
6820-R2-67129-02,C7CT1ZG2,8,1.0
6820-R2-67129-03,C6S4K87U,1/2,8.0
6820-R2-67129-03,C6S4K8BD,3/4,16.0
6820-R2-67129-03,C76KHSRG,8,1.0
6820-R2-67129-03,C76KHSRR,1,1.0
6820-R2-67129-03,C7CT1ZFH,1,2.0
6820-R2-67129-03,C7CT1ZG2,8,2.0
6820-R2-67129-03,C7W2U478,1,1.0
6820-R2-67129-03,C7W2U48L,1,1.0
6820-R2-67129-03,CEZMKL0,1,1.0
6820-R2-67129-03,PS204,8,1.0
6820-R2-67129-03,PS206,8,1.0
6820-R2-67129-03,PS407,8,1.0
6820-R2-67129-04,C6S4K87U,1/2,8.0
6820-R2-67129-04,C76KHSRR,1,1.0
6820-R2-67129-04,C7CT1ZFH,1,2.0
6820-R2-67129-04,C7W2U478,1,1.0
6820-R2-67129-04,C7W2U48L,1,1.0
6820-R2-67129-04,CEZMKL0,1,1.0
6820-R2-67129-04,PS204,8,1.0
6820-R2-67129-04,PS407,8,1.0
6820-R2-67129-05,C6S4K8BR,3/4,8.0
6820-R2-67129-05,C7CT1ZG2,8,2.0
6820-R2-67129-05,C8PLE444,8,1.0
6820-R2-67129-06,C6S4K88R,5/8,4.0
6820-R2-67129-06,C6S4K894,5/8,4.0
6820-R2-67129-06,C6SDVYKZ,2,1.0
6820-R2-67129-06,C7CT1ZFS,2,3.0
6820-R2-67129-06,C7W2U48P,2,1.0
6820-R2-67129-06,CF5AB9Z,2,1.0
6820-R2-67130-01,C6S4K87U,1/2,8.0
6820-R2-67130-01,C6S4K88S,5/8,8.0
6820-R2-67130-01,C76KHSRR,1,1.0
6820-R2-67130-01,C7CT1ZFH,1,2.0
6820-R2-67130-01,C7CT1ZFZ,4,1.0
6820-R2-67130-01,C7W2U478,1,1.0
6820-R2-67130-01,C7W2U48L,1,1.0
6820-R2-67130-01,CEZMKL0,1,1.0
6820-R2-67130-02,C6S4K8BD,3/4,8.0
6820-R2-67130-02,C7CT1ZG2,8,1.0
6820-R2-67130-02,PS204,8,1.0
6820-R2-67130-02,PS206,8,1.0
6820-R2-67130-02,PS407,8,1.0
6820-R2-67130-03,C6S4K8BD,3/4,16.0
6820-R2-67130-03,C6S4K8BR,3/4,8.0
6820-R2-67130-03,C76KHSRG,8,1.0
6820-R2-67130-03,C7CT1ZG2,8,4.0
6820-R2-67130-03,C8PLE444,8,1.0
6820-R2-67130-03,PS204,8,1.0
6820-R2-67130-03,PS407,8,1.0
6820-R2-67130-04,C6S4K8BD,3/4,16.0
6820-R2-67130-04,C76KHSRG,8,1.0
6820-R2-67130-04,C7CT1ZG2,8,2.0
6820-R2-67130-04,PS204,8,1.0
6820-R2-67130-04,PS406,8,1.0
6820-R2-67130-05,C6S4K87U,1/2,8.0
6820-R2-67130-05,C76KHSRR,1,1.0
6820-R2-67130-05,C7CT1ZFH,1,2.0
6820-R2-67130-05,C7W2U478,1,1.0
6820-R2-67130-05,C7W2U48L,1,1.0
6820-R2-67130-05,CEZMKL0,1,1.0
6820-R2-67130-05,PS204,8,1.0
6820-R2-67130-05,PS206,8,1.0
6820-R2-67130-06,C6S4K87U,1/2,8.0
6820-R2-67130-06,C6S4K8BD,3/4,16.0
6820-R2-67130-06,C76KHSRR,1,1.0
6820-R2-67130-06,C7CT1ZFH,1,2.0
6820-R2-67130-06,C7CT1ZG2,8,2.0
6820-R2-67130-06,C7W2U478,1,1.0
6820-R2-67130-07,C7CT1ZG2,8,2.0
6820-R2-67130-07,C8PLE444,8,1.0
6820-R2-67130-08,C6S4K8BR,3/4,8.0
6820-R2-67130-08,C7CT1ZG2,8,2.0
6820-R2-67130-08,C8PLE444,8,1.0
6820-R2-67130-08,PS204,8,1.0
6820-R2-67130-08,PS206,8,1.0
6820-R2-67130-08,PS212,8,1.0
6820-R2-67130-08,PS406,8,1.0
6820-R2-67130-08,PS429,8,1.0
6820-R2-67130-09,C6S4K88R,5/8,4.0
6820-R2-67130-09,C6S4K894,5/8,4.0
6820-R2-67130-09,C6SDVYKZ,2,1.0
6820-R2-67130-09,C7CT1ZFS,2,3.0
6820-R2-67130-09,C7W2U48P,2,1.0
6820-R2-67130-09,CF5AB9Z,2,1.0
6820-R2-67130-10,C6S4K87U,1/2,8.0
6820-R2-67130-10,C76KHSRR,1,1.0
6820-R2-67130-10,C7CT1ZFH,1,2.0
6820-R2-67130-10,C7W2U478,1,1.0
6820-R2-67130-10,CEZMKL0,1,1.0
6820-R2-67130-11,C6S4K87U,1/2,8.0
6820-R2-67130-11,C76KHSRR,1,1.0
6820-R2-67130-11,C7CT1ZFH,1,2.0
6820-R2-67130-11,C7W2U478,1,1.0
6820-R2-67130-11,CEZMKL0,1,1.0
6820-R2-67130-12,C6S4K87U,1/2,8.0
6820-R2-67130-12,C76KHSRR,1,1.0
6820-R2-67130-12,C7CT1ZFH,1,2.0
6820-R2-67130-12,C7W2U478,1,1.0
6820-R2-67130-12,C7W2U48L,1,1.0
6820-R2-67130-12,CEZMKL0,1,1.0
6820-R2-67131-01,C76KFFTD,1,39.3
6820-R2-67131-01,C7BP5GGW,1,6.0
6820-R2-67131-01,C7W2U48L,1,1.0
6820-R2-67131-01,PS105,1,4.0
6820-R2-67131-01,PS204,1,1.0
6820-R2-67131-01,PS205,1,1.0
6820-R2-67131-01,PS719,1,3.0
6820-R2-67131-02,C6S4K87U,1/2,16.0
6820-R2-67131-02,C6SEUHBR,1/2,1.0
6820-R2-67131-02,C6TYYMRF,1/2,1.0
6820-R2-67131-02,C76KFFTD,1,2.1
6820-R2-67131-02,C76KHSRR,1,1.0
6820-R2-67131-02,C7BP5GGW,1,1.0
6820-R2-67131-02,C7CT1ZFH,1,4.0
6820-R2-67131-02,C7CXA8BE,1,1.0
6820-R2-67131-02,C7W2U48L,1,2.0
6820-R2-67131-04,C6S4K87T,1/2,4.0
6820-R2-67131-04,C6S4K87U,1/2,12.0
6820-R2-67131-04,C6S4K8BB,3/4,8.0
6820-R2-67131-04,C76KFFTD,1,9.7
6820-R2-67131-04,C76KHSRR,1,1.0
6820-R2-67131-04,C7BP5GGW,1,3.0
6820-R2-67131-04,C7CT1ZFH,1,4.0
6820-R2-67131-04,C7CT1ZG1,6,1.0
6820-R2-67131-04,C7W2U48L,1,5.0
6820-R2-67131-04,PS105,1,1.0
6820-R2-67131-04,PS204,1,1.0
6820-R2-67131-04,PS719,1,1.0
6820-R2-67132-01,C76KFFTD,1,33.3
6820-R2-67132-01,C7BP5GGW,1,5.0
6820-R2-67132-01,C7BP5GZC,1,1.0
6820-R2-67132-01,C7W2U48L,1,1.0
6820-R2-67132-01,PS105,1,3.0
6820-R2-67132-01,PS204,1,1.0
6820-R2-67132-01,PS205,1,1.0
6820-R2-67132-01,PS709,1,1.0
6820-R2-67132-02,C6S4K87U,1/2,16.0
6820-R2-67132-02,C6SEUHBR,1/2,1.0
6820-R2-67132-02,C6TYYMRF,1/2,1.0
6820-R2-67132-02,C76KFFTD,1,4.3
6820-R2-67132-02,C76KHSRR,1,1.0
6820-R2-67132-02,C7BP5GGW,1,1.0
6820-R2-67132-02,C7CT1ZFH,1,4.0
6820-R2-67132-02,C7CXA8BE,1,1.0
6820-R2-67132-02,C7W2U48L,1,2.0
6820-R2-67132-02,PS105,1,1.0
6820-R2-67132-02,PS204,1,1.0
6820-R2-67132-02,PS709,1,1.0
6820-R2-67132-04,C6S4K87U,1/2,16.0
6820-R2-67132-04,C6S4K8BC,3/4,8.0
6820-R2-67132-04,C76KFFTD,1,10.9
6820-R2-67132-04,C76KHSRR,1,1.0
6820-R2-67132-04,C7BP5GGW,1,5.0
6820-R2-67132-04,C7CT1ZFH,1,4.0
6820-R2-67132-04,C7CT1ZG1,6,1.0
6820-R2-67132-04,C7W2U48L,1,5.0
6820-R2-67132-04,PS105,1,1.0
6820-R2-67132-04,PS204,1,1.0
6820-R2-67132-04,PS719,1,1.0
6820-R2-67133-01,C6S4K87U,1/2,16.0
6820-R2-67133-01,C76KFFTD,1,20.8
6820-R2-67133-01,C76KHSRR,1,2.0
6820-R2-67133-01,C7BP5GGW,1,3.0
6820-R2-67133-01,C7CT1ZFH,1,4.0
6820-R2-67133-01,C7W2U48L,1,4.0
6820-R2-67133-01,PS204,1,1.0
6820-R2-67133-01,PS407,1,1.0
6820-R2-67133-01,PS413,1,1.0
6820-R2-67133-01,PS434,1,2.0
6820-R2-67133-02,C6S4K87U,1/2,24.0
6820-R2-67133-02,C76KFFTD,1,13.6
6820-R2-67133-02,C76KHSRR,1,3.0
6820-R2-67133-02,C7BP5GGW,1,1.0
6820-R2-67133-02,C7CT1ZFH,1,6.0
6820-R2-67133-02,C7W2U478,1,1.0
6820-R2-67133-02,C7W2U48L,1,5.0
6820-R2-67133-02,CEZMKL0,1,1.0
6820-R2-67133-02,PS204,1,1.0
6820-R2-67133-02,PS407,1,1.0
6820-R2-67134-01,C6S4K87U,1/2,8.0
6820-R2-67134-01,C76KFFTD,1,6.8
6820-R2-67134-01,C76KHSRR,1,1.0
6820-R2-67134-01,C7BP5GGW,1,2.0
6820-R2-67134-01,C7CT1ZFH,1,2.0
6820-R2-67134-01,C7W2U48L,1,2.0
6820-R2-67134-01,PS105,1,1.0
6820-R2-67134-02,C6S4K87U,1/2,8.0
6820-R2-67134-02,C6SEUHBR,1/2,1.0
6820-R2-67134-02,C6TYYMRF,1/2,1.0
6820-R2-67134-02,C76KFFTD,1,1.3
6820-R2-67134-02,C7CT1ZFH,1,2.0
6820-R2-67134-02,C7CXA8BE,1,1.0
6820-R2-67134-02,C7W2U48L,1,1.0
6820-R2-67134-03,C6S4K87U,1/2,8.0
6820-R2-67134-03,C76KFFTD,1,26.4
6820-R2-67134-03,C7BP5GGW,1,5.0
6820-R2-67134-03,C7CT1ZFH,1,2.0
6820-R2-67134-03,C7W2U48L,1,3.0
6820-R2-67134-03,PS105,1,2.0
6820-R2-67134-04,C76KFFTD,1,62.6
6820-R2-67134-04,C7BP51NV,1,2.0
6820-R2-67134-04,C7BP5GGW,1,4.0
6820-R2-67134-04,C7BP5GZC,1,1.0
6820-R2-67134-04,PS105,1,7.0
6820-R2-67134-04,PS204,1,4.0
6820-R2-67134-04,PS709,1,2.0
6820-R2-67134-04,PS712,1,5.0
6820-R2-67134-05,C76KFFTD,1,41.3
6820-R2-67134-05,C7BP51NV,1,1.0
6820-R2-67134-05,C7BP5GGW,1,3.0
6820-R2-67134-05,PS105,1,5.0
6820-R2-67134-05,PS204,1,3.0
6820-R2-67134-05,PS712,1,5.0
6820-R2-67134-07,C6S4K87U,1/2,8.0
6820-R2-67134-07,C76KFFTD,1,7.1
6820-R2-67134-07,C76KHSRR,1,1.0
6820-R2-67134-07,C7BP5GGW,1,2.0
6820-R2-67134-07,C7CT1ZFH,1,2.0
6820-R2-67134-07,C7W2U48L,1,3.0
6820-R2-67134-07,PS105,1,1.0
6820-R2-67134-07,PS709,1,1.0
6820-R2-67135-01,C6S4K8BC,3/4,8.0
6820-R2-67135-01,C76KHSS9,6,1.0
6820-R2-67135-01,PS201,6,1.0
6820-R2-67135-01,PS203,6,1.0
6820-R2-67135-01,PS209,6,1.0
6820-R2-67135-01,PS214,6,1.0
6820-R2-67135-01,PS407,6,1.0
6820-R2-67135-01,PS433,6,1.0
6820-R2-67137-01,C6S4K8BC,3/4,8.0
6820-R2-67137-01,C6S4K8BM,3/4,8.0
6820-R2-67137-01,C76KHSS9,6,3.0
6820-R2-67137-01,C76KJLEL,6,1.0
6820-R2-67137-01,PS209,6,1.0
6820-R2-67137-01,PS214,6,2.0
6820-R2-67137-02,C1DR2JM,1,1.0
6820-R2-67137-02,C1DR2JV,1,1.0
6820-R2-67137-02,C41B2D94,1,1.0
6820-R2-67137-02,C6S4K87U,1/2,8.0
6820-R2-67137-02,C6S4K88S,5/8,8.0
6820-R2-67137-02,C6S4K88T,5/8,4.0
6820-R2-67137-02,C76KHSRZ,1,2.0
6820-R2-67137-02,C76KHSS5,3,4.0
6820-R2-67137-02,C76RJXHV,1,1.0
6820-R2-67138-01,C6S4K8BC,3/4,8.0
6820-R2-67138-01,C6S4K8BM,3/4,8.0
6820-R2-67138-01,C76KHSS9,6,3.0
6820-R2-67138-01,C76KJLEL,6,1.0
6820-R2-67138-01,PS209,6,1.0
6820-R2-67138-01,PS214,6,2.0
6820-R2-67138-02,C1DR2JM,1,1.0
6820-R2-67138-02,C1DR2JV,1,1.0
6820-R2-67138-02,C41B2D94,1,1.0
6820-R2-67138-02,C6S4K87U,1/2,8.0
6820-R2-67138-02,C6S4K88S,5/8,8.0
6820-R2-67138-02,C6S4K88T,5/8,4.0
6820-R2-67138-02,C76KHSRZ,1,2.0
6820-R2-67138-02,C76KHSS5,3,4.0
6820-R2-67138-02,C76RJXHV,1,1.0
6820-R2-67139-01,C145308,2,0.4
6820-R2-67139-01,C1DR2JM,1,1.0
6820-R2-67139-01,C1DR2JR,2,1.0
6820-R2-67139-01,C1DR2JV,1,1.0
6820-R2-67139-01,C41B2D94,1,1.0
6820-R2-67139-01,C6S4K87U,1/2,8.0
6820-R2-67139-01,C6S4K88R,5/8,4.0
6820-R2-67139-01,C76KHSRZ,1,2.0
6820-R2-67139-01,C76KHSS3,2,1.0
6820-R2-67139-01,C76RJXHV,1,1.0
6820-R2-67139-01,CZ2LEZH,2,1.0
6820-R2-67139-02,C1DR2JM,1,1.0
6820-R2-67139-02,C1DR2JV,1,1.0
6820-R2-67139-02,C41B2D94,1,1.0
6820-R2-67139-02,C6S4K87U,1/2,8.0
6820-R2-67139-02,C6S4K88S,5/8,8.0
6820-R2-67139-02,C76KHSRZ,1,2.0
6820-R2-67139-02,C76KHSS7,4,1.0
6820-R2-67139-02,C76RJXHV,1,1.0
6820-R2-67139-02,PS209,4,1.0
6820-R2-67139-03,C1DR2JM,1,1.0
6820-R2-67139-03,C1DR2JV,1,1.0
6820-R2-67139-03,C41B2D94,1,1.0
6820-R2-67139-03,C6S4K87U,1/2,8.0
6820-R2-67139-03,C6S4K88S,5/8,16.0
6820-R2-67139-03,C76KHSRZ,1,2.0
6820-R2-67139-03,C76KHSS7,4,2.0
6820-R2-67139-03,C76KJLFC,4,1.0
6820-R2-67139-03,C76RJXHV,1,1.0
6820-R2-67139-03,PS209,4,1.0
6820-R2-67139-03,PS214,4,1.0
6820-R2-67139-04,C1DR2JM,1,1.0
6820-R2-67139-04,C1DR2JV,1,1.0
6820-R2-67139-04,C41B2D94,1,1.0
6820-R2-67139-04,C6S4K87U,1/2,8.0
6820-R2-67139-04,C6S4K88S,5/8,16.0
6820-R2-67139-04,C76KHSRZ,1,2.0
6820-R2-67139-04,C76KHSS7,4,2.0
6820-R2-67139-04,C76RJXHV,1,1.0
6820-R2-67139-04,C76RJXJ1,4,1.0
6820-R2-67139-05,C6S4K87V,1/2,4.0
6820-R2-67139-05,C6S4K87Y,1/2,4.0
6820-R2-67140-01,C145308,2,0.4
6820-R2-67140-01,C1DR2JM,1,1.0
6820-R2-67140-01,C1DR2JR,2,1.0
6820-R2-67140-01,C1DR2JV,1,1.0
6820-R2-67140-01,C41B2D94,1,1.0
6820-R2-67140-01,C6S4K87U,1/2,8.0
6820-R2-67140-01,C6S4K88R,5/8,4.0
6820-R2-67140-01,C76KHSRZ,1,2.0
6820-R2-67140-01,C76KHSS3,2,1.0
6820-R2-67140-01,C76RJXHV,1,1.0
6820-R2-67140-01,CZ2LEZH,2,1.0
6820-R2-67140-02,C1DR2JM,1,1.0
6820-R2-67140-02,C1DR2JV,1,1.0
6820-R2-67140-02,C41B2D94,1,1.0
6820-R2-67140-02,C6S4K87U,1/2,8.0
6820-R2-67140-02,C6S4K88S,5/8,8.0
6820-R2-67140-02,C76KHSRZ,1,2.0
6820-R2-67140-02,C76KHSS7,4,1.0
6820-R2-67140-02,C76RJXHV,1,1.0
6820-R2-67140-02,PS209,4,1.0
6820-R2-67140-03,C1DR2JM,1,1.0
6820-R2-67140-03,C1DR2JV,1,1.0
6820-R2-67140-03,C41B2D94,1,1.0
6820-R2-67140-03,C6S4K87U,1/2,8.0
6820-R2-67140-03,C6S4K88S,5/8,16.0
6820-R2-67140-03,C76KHSRZ,1,2.0
6820-R2-67140-03,C76KHSS7,4,2.0
6820-R2-67140-03,C76KJLFC,4,1.0
6820-R2-67140-03,C76RJXHV,1,1.0
6820-R2-67140-03,PS209,4,1.0
6820-R2-67140-03,PS214,4,1.0
6820-R2-67140-04,C1DR2JM,1,1.0
6820-R2-67140-04,C1DR2JV,1,1.0
6820-R2-67140-04,C41B2D94,1,1.0
6820-R2-67140-04,C6S4K87U,1/2,8.0
6820-R2-67140-04,C6S4K88S,5/8,16.0
6820-R2-67140-04,C76KHSRZ,1,2.0
6820-R2-67140-04,C76KHSS7,4,2.0
6820-R2-67140-04,C76RJXHV,1,1.0
6820-R2-67140-04,C76RJXJ1,4,1.0
6820-R2-67140-05,PS201,4,1.0
6820-R2-67140-05,PS433,4,1.0
6820-R2-67140-05,PS434,4,1.0
6820-R2-67140-06,C1DR2JM,1,1.0
6820-R2-67140-06,C1DR2JV,1,1.0
6820-R2-67140-06,C41B2D94,1,1.0
6820-R2-67140-06,C6S4K87U,1/2,8.0
6820-R2-67140-06,C6S4K88S,5/8,8.0
6820-R2-67140-06,C76KHSRZ,1,2.0
6820-R2-67140-06,C76KHSS5,3,2.0
6820-R2-67140-06,C76RJXHV,1,1.0
6820-R2-67140-06,PS201,4,2.0
6820-R2-67140-06,PS203,4,1.0
6820-R2-67140-06,PS412,4,2.0
6820-R2-67140-06,PS430,4,1.0
6820-R2-67140-06,PS433,4,2.0
6820-R2-67140-07,C6S4K88S,5/8,16.0
6820-R2-67140-07,C76KHSS7,4,2.0
6820-R2-67140-07,C76RJXJ1,4,1.0
6820-R2-67140-07,PS201,4,1.0
6820-R2-67140-07,PS203,4,1.0
6820-R2-67140-07,PS401,4,1.0
6820-R2-67140-07,PS433,4,2.0
6820-R2-67140-07,PS434,4,1.0
6820-R2-67140-08,C145308,2,4.5
6820-R2-67140-08,C1DMWEN,2,1.0
6820-R2-67140-08,C1DR2JR,2,1.0
6820-R2-67140-08,C1DR2JY,2,1.0
6820-R2-67140-08,C6S4K88R,5/8,8.0
6820-R2-67140-08,C76KHSS3,2,2.0
6820-R2-67140-08,C76RJXHX,2,1.0
6820-R2-67140-08,PS201,2,1.0
6820-R2-67140-08,PS433,2,1.0
6820-R2-67140-08,PS434,2,1.0
6820-R2-67140-09,C6S4K87V,1/2,4.0
6820-R2-67140-09,C6S4K87Y,1/2,4.0
6820-R2-67141-01,C76KFFWK,2,45.9
6820-R2-67141-01,C7BP5GGZ,2,6.0
6820-R2-67141-01,C7BP5GZF,2,1.0
6820-R2-67141-01,PS105,2,5.0
6820-R2-67141-01,PS204,2,2.0
6820-R2-67141-01,PS434,2,5.0
6820-R2-67141-03,C76KFFWK,2,40.7
6820-R2-67141-03,C7BP51NV,1,1.0
6820-R2-67141-03,C7BP51NY,2,1.0
6820-R2-67141-03,C7BP5GGZ,2,1.0
6820-R2-67141-03,PS105,2,5.0
6820-R2-67141-03,PS204,2,3.0
6820-R2-67141-03,PS434,2,3.0
6820-R2-67141-03,PS712,2,2.0
6820-R2-67142-01,C6S4K87T,1/2,12.0
6820-R2-67142-01,C76SNTEV,1/2,3.0
6820-R2-67142-01,C8RR9V35,1/2,1.0
6820-R2-67143-01,C6S4K87J,2,5.0
6820-R2-67143-01,C6S4K88P,5/8,8.0
6820-R2-67143-01,C6S4K88R,5/8,4.0
6820-R2-67143-01,C6S4K890,5/8,4.0
6820-R2-67143-01,C6SDVYKZ,2,2.0
6820-R2-67143-02,C6S4K87V,1/2,8.0
6820-R2-67146-02,C6S4K88R,5/8,8.0
6820-R2-67146-02,C6S4K890,5/8,8.0
6820-R2-67146-02,C6SDVYKZ,2,2.0
6820-R2-67146-02,C76KFFWK,2,0.7
6820-R2-67146-02,C7CT1ZFS,2,6.0
6820-R2-67146-02,C7W2U48P,2,2.0
6820-R2-67146-02,PS209,8,1.0
6820-R2-67146-02,PS430,8,1.0
6820-R2-67146-03,PS204,8,1.0
6820-R2-67146-03,PS434,8,1.0
6820-R2-67146-04,PS204,8,1.0
6820-R2-67146-05,PS204,8,1.0
6820-R2-67146-05,PS401,8,1.0
6820-R2-67146-05,PS434,8,1.0
6820-R2-67146-06,C6S4K8BD,3/4,8.0
6820-R2-67146-06,C7CT1ZG2,8,1.0
6820-R2-67146-06,C7W2U47N,8,1.0
6820-R2-67146-06,PS204,8,2.0
6820-R2-67147-01,C6S4K87U,1/2,24.0
6820-R2-67147-01,C6S4K88N,5/8,4.0
6820-R2-67147-01,C76KFFTD,1,28.7
6820-R2-67147-01,C76KHSRR,1,2.0
6820-R2-67147-01,C7BP51NV,1,1.0
6820-R2-67147-01,C7BP5GGW,1,6.0
6820-R2-67147-01,C7CT1ZFH,1,6.0
6820-R2-67147-01,C7W2U478,1,1.0
6820-R2-67147-01,C7W2U48L,1,7.0
6820-R2-67147-01,C7W2U48S,3/4,1.0
6820-R2-67147-01,C7W3AL3K,3/4,1.0
6820-R2-67147-01,CEZMKL0,1,1.0
6820-R2-67147-01,PS201,1,4.0
6820-R2-67147-01,PS212,1,1.0
6820-R2-67147-01,PS433,1,4.0
6820-R2-67147-01,PS709,1,3.0
6820-R2-67147-01,PS719,1,1.0
6820-R2-67147-01,PS732,1,1.0
6820-R2-67148-01,C76KFFTD,1,42.3
6820-R2-67148-01,C7BP51NV,1,1.0
6820-R2-67148-01,C7BP5GGW,1,8.0
6820-R2-67148-01,C7BP5GZC,1,1.0
6820-R2-67148-01,PS201,1,5.0
6820-R2-67148-01,PS433,1,5.0
6820-R2-67148-01,PS719,1,1.0
6820-R2-67148-02,C6S4K87U,1/2,8.0
6820-R2-67148-02,C76KFFTD,1,19.2
6820-R2-67148-02,C76KHSRR,1,1.0
6820-R2-67148-02,C7BP5GGW,1,4.0
6820-R2-67148-02,C7BP5GZC,1,4.0
6820-R2-67148-02,C7CT1ZFH,1,2.0
6820-R2-67148-02,C7W2U48L,1,2.0
6820-R2-67148-02,PS201,1,2.0
6820-R2-67148-02,PS433,1,4.0
6820-R2-67148-02,PS709,1,2.0
6820-R2-67148-02,PS711,1,2.0
6820-R2-67148-02,PS718,1,2.0
6820-R2-67148-03,C6S4K87U,1/2,16.0
6820-R2-67148-03,C6S4K88N,5/8,4.0
6820-R2-67148-03,C76KFFSD,3/4,0.8
6820-R2-67148-03,C76KFFTD,1,11.6
6820-R2-67148-03,C76KHSRR,1,1.0
6820-R2-67148-03,C7BP51NV,1,1.0
6820-R2-67148-03,C7BP5GGV,3/4,2.0
6820-R2-67148-03,C7BP5GGW,1,3.0
6820-R2-67148-03,C7CT1ZFH,1,4.0
6820-R2-67148-03,C7W2U478,1,1.0
